[2023-3-22 14:37:59] 	 ⚡: RP6-R9SiRJRUUyaAAAAB connected
[2023-3-22 17:6:36] 	 ⚡: -cjFFr5GgIT961qpAAAH connected
[2023-3-22 17:6:36] 	 🔃: Right rejoined 8b1557
[2023-3-22 17:6:41] 	 ➖: undefined left undefined
[2023-3-22 17:6:41] 	 🔥: -cjFFr5GgIT961qpAAAH disconnected
[2023-3-22 17:6:45] 	 ⚡: eBO6pIEgW1dNFW8lAAAJ connected
[2023-3-22 17:6:45] 	 ➕: Subhan joined 67af34
[2023-3-22 17:6:48] 	 🟠: Subhan went offline
[2023-3-22 17:7:38] 	 🟢: Subhan went online
[2023-3-22 17:7:39] 	 🟠: Subhan went offline
[2023-3-22 17:8:19] 	 🟢: Subhan went online
[2023-3-22 17:8:25] 	 🟠: Subhan went offline
[2023-3-22 17:8:25] 	 🟢: Subhan went online
[2023-3-22 17:8:28] 	 🟠: Subhan went offline
[2023-3-22 17:9:47] 	 🟢: Subhan went online
[2023-3-22 17:9:49] 	 🟠: Subhan went offline
[2023-3-22 17:11:27] 	 🟢: Subhan went online
[2023-3-22 17:11:28] 	 🟠: Subhan went offline
[2023-3-22 17:11:33] 	 🟢: Subhan went online
[2023-3-22 17:11:35] 	 🟠: Subhan went offline
[2023-3-22 17:14:23] 	 🟢: Subhan went online
[2023-3-22 17:14:27] 	 🟢: Subhan went online
[2023-3-22 17:14:27] 	 🟠: Subhan went offline
[2023-3-22 17:14:37] 	 🟠: Subhan went offline
[2023-3-22 17:17:8] 	 🟢: Subhan went online
[2023-3-22 17:17:9] 	 🟢: Subhan went online
[2023-3-22 17:17:9] 	 🔥: eBO6pIEgW1dNFW8lAAAJ disconnected
[2023-3-22 17:17:9] 	 ➖: Subhan left 67af34
[2023-3-22 17:17:10] 	 ⚡: fcJnQOj-NKNH_4eyAAAL connected
[2023-3-22 17:17:10] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:17:12] 	 🟠: Subhan went offline
[2023-3-22 17:17:55] 	 🟢: Subhan went online
[2023-3-22 17:18:0] 	 🟠: Subhan went offline
[2023-3-22 17:19:0] 	 🟢: Subhan went online
[2023-3-22 17:19:0] 	 🟢: Subhan went online
[2023-3-22 17:19:0] 	 🔥: fcJnQOj-NKNH_4eyAAAL disconnected
[2023-3-22 17:19:0] 	 ➖: Subhan left 67af34
[2023-3-22 17:19:1] 	 ⚡: Qnnsu76L8a0ptTlrAAAN connected
[2023-3-22 17:19:1] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:19:9] 	 💰: Paid salary to Subhan
[2023-3-22 17:19:10] 	 💰: Paid salary to Subhan
[2023-3-22 17:19:16] 	 🟠: Subhan went offline
[2023-3-22 17:19:54] 	 🟢: Subhan went online
[2023-3-22 17:19:55] 	 🟢: Subhan went online
[2023-3-22 17:19:55] 	 🟠: Subhan went offline
[2023-3-22 17:19:57] 	 🔥: Qnnsu76L8a0ptTlrAAAN disconnected
[2023-3-22 17:19:57] 	 ➖: Subhan left 67af34
[2023-3-22 17:19:59] 	 ⚡: d8QiEbJuGTR334krAAAP connected
[2023-3-22 17:19:59] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:20:4] 	 🟠: Subhan went offline
[2023-3-22 17:21:11] 	 🟢: Subhan went online
[2023-3-22 17:21:12] 	 🟠: Subhan went offline
[2023-3-22 17:21:43] 	 🟢: Subhan went online
[2023-3-22 17:21:44] 	 🟠: Subhan went offline
[2023-3-22 17:22:9] 	 🟢: Subhan went online
[2023-3-22 17:22:9] 	 🔥: d8QiEbJuGTR334krAAAP disconnected
[2023-3-22 17:22:9] 	 ➖: Subhan left 67af34
[2023-3-22 17:22:10] 	 ⚡: 9TqhvBYJ9xasLtyJAAAR connected
[2023-3-22 17:22:10] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:22:17] 	 🟠: Subhan went offline
[2023-3-22 17:22:33] 	 🟢: Subhan went online
[2023-3-22 17:22:37] 	 🟢: Subhan went online
[2023-3-22 17:22:37] 	 🟠: Subhan went offline
[2023-3-22 17:22:42] 	 🔥: 9TqhvBYJ9xasLtyJAAAR disconnected
[2023-3-22 17:22:42] 	 ➖: Subhan left 67af34
[2023-3-22 17:22:43] 	 ⚡: SVrCQfXaufHSAvfdAAAT connected
[2023-3-22 17:22:43] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:22:49] 	 🟠: Subhan went offline
[2023-3-22 17:23:52] 	 🟢: Subhan went online
[2023-3-22 17:23:53] 	 🔥: SVrCQfXaufHSAvfdAAAT disconnected
[2023-3-22 17:23:53] 	 ➖: Subhan left 67af34
[2023-3-22 17:23:55] 	 ⚡: XKchjxcThi9m6pUeAAAV connected
[2023-3-22 17:23:55] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:24:4] 	 🟠: Subhan went offline
[2023-3-22 17:24:17] 	 🟢: Subhan went online
[2023-3-22 17:24:17] 	 🔥: XKchjxcThi9m6pUeAAAV disconnected
[2023-3-22 17:24:17] 	 ➖: Subhan left 67af34
[2023-3-22 17:24:18] 	 ⚡: wc1Ncl7oeQrP24h0AAAX connected
[2023-3-22 17:24:18] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:24:23] 	 🟠: Subhan went offline
[2023-3-22 17:25:20] 	 🟢: Subhan went online
[2023-3-22 17:25:21] 	 🟠: Subhan went offline
[2023-3-22 17:25:30] 	 🟢: Subhan went online
[2023-3-22 17:25:31] 	 🔥: wc1Ncl7oeQrP24h0AAAX disconnected
[2023-3-22 17:25:31] 	 ➖: Subhan left 67af34
[2023-3-22 17:25:54] 	 ⚡: vk1YYqhmx1dbnrCoAAAZ connected
[2023-3-22 17:25:54] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:25:59] 	 🟠: Subhan went offline
[2023-3-22 17:26:54] 	 🟢: Subhan went online
[2023-3-22 17:27:1] 	 🟠: Subhan went offline
[2023-3-22 17:27:24] 	 🟢: Subhan went online
[2023-3-22 17:27:25] 	 🟠: Subhan went offline
[2023-3-22 17:27:52] 	 🟢: Subhan went online
[2023-3-22 17:27:55] 	 🟠: Subhan went offline
[2023-3-22 17:28:3] 	 🟢: Subhan went online
[2023-3-22 17:28:10] 	 🟠: Subhan went offline
[2023-3-22 17:28:14] 	 🟢: Subhan went online
[2023-3-22 17:28:16] 	 🟠: Subhan went offline
[2023-3-22 17:28:36] 	 🟢: Subhan went online
[2023-3-22 17:28:37] 	 🟠: Subhan went offline
[2023-3-22 17:28:38] 	 🟢: Subhan went online
[2023-3-22 17:28:39] 	 🟠: Subhan went offline
[2023-3-22 17:29:58] 	 🟢: Subhan went online
[2023-3-22 17:29:59] 	 💰: Paid salary to Subhan
[2023-3-22 17:29:59] 	 💰: Paid salary to Subhan
[2023-3-22 17:30:2] 	 🫱🏽‍🫲🏽: Subhan received ₹200 from the Bank
[2023-3-22 17:30:5] 	 🟠: Subhan went offline
[2023-3-22 17:30:29] 	 🟢: Subhan went online
[2023-3-22 17:30:30] 	 🟠: Subhan went offline
[2023-3-22 17:30:54] 	 🟢: Subhan went online
[2023-3-22 17:30:56] 	 🟠: Subhan went offline
[2023-3-22 17:31:14] 	 🟢: Subhan went online
[2023-3-22 17:31:16] 	 🟠: Subhan went offline
[2023-3-22 17:31:31] 	 🟢: Subhan went online
[2023-3-22 17:31:32] 	 🟠: Subhan went offline
[2023-3-22 17:32:0] 	 🟢: Subhan went online
[2023-3-22 17:32:2] 	 🟠: Subhan went offline
[2023-3-22 17:32:5] 	 🟢: Subhan went online
[2023-3-22 17:32:6] 	 🟠: Subhan went offline
[2023-3-22 17:32:7] 	 🟢: Subhan went online
[2023-3-22 17:32:10] 	 🟠: Subhan went offline
[2023-3-22 17:32:32] 	 🟢: Subhan went online
[2023-3-22 17:32:34] 	 🟠: Subhan went offline
[2023-3-22 17:32:52] 	 🟢: Subhan went online
[2023-3-22 17:32:53] 	 🟠: Subhan went offline
[2023-3-22 17:33:0] 	 🟢: Subhan went online
[2023-3-22 17:33:1] 	 🟠: Subhan went offline
[2023-3-22 17:34:0] 	 🔥: vk1YYqhmx1dbnrCoAAAZ disconnected
[2023-3-22 17:34:0] 	 ➖: Subhan left 67af34
[2023-3-22 17:34:8] 	 ⚡: ZxjETVz1vPHcUon0AAAb connected
[2023-3-22 17:34:8] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:34:37] 	 🟢: Subhan went online
[2023-3-22 17:34:40] 	 💰: Paid salary to Subhan
[2023-3-22 17:34:40] 	 💰: Paid salary to Subhan
[2023-3-22 17:34:43] 	 🟠: Subhan went offline
[2023-3-22 17:34:44] 	 🟢: Subhan went online
[2023-3-22 17:34:48] 	 🟠: Subhan went offline
[2023-3-22 17:34:49] 	 🟢: Subhan went online
[2023-3-22 17:34:57] 	 🟠: Subhan went offline
[2023-3-22 17:35:1] 	 🟢: Subhan went online
[2023-3-22 17:35:14] 	 🟠: Subhan went offline
[2023-3-22 17:36:16] 	 🔥: ZxjETVz1vPHcUon0AAAb disconnected
[2023-3-22 17:36:16] 	 ➖: Subhan left 67af34
[2023-3-22 17:37:0] 	 ⚡: Q8TFEdltrK-lCiGmAAAd connected
[2023-3-22 17:37:0] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:37:3] 	 💰: Paid salary to Subhan
[2023-3-22 17:37:3] 	 💰: Paid salary to Subhan
[2023-3-22 17:37:3] 	 💰: Paid salary to Subhan
[2023-3-22 17:37:7] 	 🫱🏽‍🫲🏽: Subhan paid ₹400 to the Bank
[2023-3-22 17:37:12] 	 🟠: Subhan went offline
[2023-3-22 17:37:30] 	 🟢: Subhan went online
[2023-3-22 17:37:31] 	 🟠: Subhan went offline
[2023-3-22 17:37:32] 	 🟢: Subhan went online
[2023-3-22 17:37:33] 	 🟠: Subhan went offline
[2023-3-22 17:37:46] 	 🟢: Subhan went online
[2023-3-22 17:37:47] 	 🟠: Subhan went offline
[2023-3-22 17:38:19] 	 🟢: Subhan went online
[2023-3-22 17:38:20] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:20] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:20] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:20] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:21] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:21] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:21] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:21] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:21] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:21] 	 💰: Paid salary to Subhan
[2023-3-22 17:38:28] 	 🟢: Subhan went online
[2023-3-22 17:38:29] 	 🟠: Subhan went offline
[2023-3-22 17:38:38] 	 🟠: Subhan went offline
[2023-3-22 17:39:34] 	 🟢: Subhan went online
[2023-3-22 17:39:35] 	 🟠: Subhan went offline
[2023-3-22 17:39:49] 	 🟢: Subhan went online
[2023-3-22 17:39:50] 	 🟠: Subhan went offline
[2023-3-22 17:40:20] 	 🟢: Subhan went online
[2023-3-22 17:40:22] 	 🟠: Subhan went offline
[2023-3-22 17:40:22] 	 🟢: Subhan went online
[2023-3-22 17:40:24] 	 🟠: Subhan went offline
[2023-3-22 17:40:40] 	 🟢: Subhan went online
[2023-3-22 17:40:44] 	 🟠: Subhan went offline
[2023-3-22 17:40:49] 	 🟢: Subhan went online
[2023-3-22 17:40:51] 	 🟠: Subhan went offline
[2023-3-22 17:42:3] 	 🟢: Subhan went online
[2023-3-22 17:42:5] 	 🟠: Subhan went offline
[2023-3-22 17:42:27] 	 🔥: Q8TFEdltrK-lCiGmAAAd disconnected
[2023-3-22 17:42:27] 	 ➖: Subhan left 67af34
[2023-3-22 17:43:29] 	 ⚡: 5jA_tJfFM8ivHnzeAAAf connected
[2023-3-22 17:43:29] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:43:30] 	 💰: Paid salary to Subhan
[2023-3-22 17:43:30] 	 💰: Paid salary to Subhan
[2023-3-22 17:43:35] 	 🟠: Subhan went offline
[2023-3-22 17:44:25] 	 🟢: Subhan went online
[2023-3-22 17:44:28] 	 🟠: Subhan went offline
[2023-3-22 17:44:29] 	 🟢: Subhan went online
[2023-3-22 17:44:30] 	 🟠: Subhan went offline
[2023-3-22 17:44:54] 	 🟢: Subhan went online
[2023-3-22 17:44:56] 	 🟠: Subhan went offline
[2023-3-22 17:45:44] 	 🟢: Subhan went online
[2023-3-22 17:45:46] 	 🟠: Subhan went offline
[2023-3-22 17:46:2] 	 🟢: Subhan went online
[2023-3-22 17:46:5] 	 🟠: Subhan went offline
[2023-3-22 17:46:11] 	 🟢: Subhan went online
[2023-3-22 17:46:12] 	 💰: Paid salary to Subhan
[2023-3-22 17:46:12] 	 💰: Paid salary to Subhan
[2023-3-22 17:46:18] 	 💰: Paid salary to Subhan
[2023-3-22 17:46:24] 	 🟠: Subhan went offline
[2023-3-22 17:46:26] 	 🟢: Subhan went online
[2023-3-22 17:46:31] 	 🟠: Subhan went offline
[2023-3-22 17:48:2] 	 🟢: Subhan went online
[2023-3-22 17:48:3] 	 🟠: Subhan went offline
[2023-3-22 17:48:11] 	 🟢: Subhan went online
[2023-3-22 17:48:13] 	 🟠: Subhan went offline
[2023-3-22 17:50:33] 	 🟢: Subhan went online
[2023-3-22 17:50:38] 	 🟠: Subhan went offline
[2023-3-22 17:51:11] 	 🟢: Subhan went online
[2023-3-22 17:51:13] 	 🟠: Subhan went offline
[2023-3-22 17:51:14] 	 🟢: Subhan went online
[2023-3-22 17:51:15] 	 🟠: Subhan went offline
[2023-3-22 17:51:23] 	 ⚡: cndo_HZ7jWQLzcjzAAAh connected
[2023-3-22 17:51:23] 	 ➕: Deus joined 67af34
[2023-3-22 17:51:29] 	 🔔: Deus sent trade request to  Subhan
[2023-3-22 17:51:30] 	 🟢: Subhan went online
[2023-3-22 17:51:30] 	 ✔️: Traded accepted 
[2023-3-22 17:51:30] 	 ✔️:Subhan paid ₹5000 to Deus
[2023-3-22 17:51:31] 	 🟠: Deus went offline
[2023-3-22 17:51:31] 	 🟢: Deus went online
[2023-3-22 17:51:32] 	 🟠: Subhan went offline
[2023-3-22 17:51:35] 	 🔔: Deus sent trade request to  Subhan
[2023-3-22 17:51:36] 	 🟢: Subhan went online
[2023-3-22 17:51:36] 	 ✔️: Traded accepted 
[2023-3-22 17:51:36] 	 ✔️:Subhan received ₹400 from Deus
[2023-3-22 17:51:37] 	 🟠: Deus went offline
[2023-3-22 17:51:37] 	 💰: Paid salary to Subhan
[2023-3-22 17:51:38] 	 💰: Paid salary to Deus
[2023-3-22 17:51:41] 	 🫱🏽‍🫲🏽: Deus received ₹200 from the Bank
[2023-3-22 17:51:47] 	 🟢: Deus went online
[2023-3-22 17:51:48] 	 🟠: Subhan went offline
[2023-3-22 17:52:41] 	 🟢: Subhan went online
[2023-3-22 17:52:42] 	 🟠: Deus went offline
[2023-3-22 17:52:43] 	 🟢: Deus went online
[2023-3-22 17:52:43] 	 🟢: Subhan went online
[2023-3-22 17:52:44] 	 🟠: Subhan went offline
[2023-3-22 17:52:44] 	 🟠: Deus went offline
[2023-3-22 17:52:50] 	 💰: Paid salary to Deus
[2023-3-22 17:52:57] 	 🔥: 5jA_tJfFM8ivHnzeAAAf disconnected
[2023-3-22 17:52:57] 	 ➖: Subhan left 67af34
[2023-3-22 17:52:58] 	 ⚡: 4CPDIwar0tQA4XeIAAAj connected
[2023-3-22 17:52:58] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:53:1] 	 🟢: Deus went online
[2023-3-22 17:53:1] 	 💰: Paid salary to Deus
[2023-3-22 17:53:2] 	 🟠: Subhan went offline
[2023-3-22 17:53:2] 	 💰: Paid salary to Deus
[2023-3-22 17:53:4] 	 💰: Paid salary to Subhan
[2023-3-22 17:53:6] 	 🫱🏽‍🫲🏽: Subhan received ₹200 from the Bank
[2023-3-22 17:53:7] 	 🟢: Subhan went online
[2023-3-22 17:53:8] 	 🟠: Deus went offline
[2023-3-22 17:53:8] 	 🟢: Deus went online
[2023-3-22 17:53:9] 	 🟠: Subhan went offline
[2023-3-22 17:53:20] 	 🟢: Subhan went online
[2023-3-22 17:53:21] 	 🟠: Deus went offline
[2023-3-22 17:53:22] 	 🟠: Subhan went offline
[2023-3-22 17:53:45] 	 🟢: Subhan went online
[2023-3-22 17:53:47] 	 🟠: Subhan went offline
[2023-3-22 17:53:48] 	 🟢: Deus went online
[2023-3-22 17:53:51] 	 🟢: Subhan went online
[2023-3-22 17:53:51] 	 🔥: 4CPDIwar0tQA4XeIAAAj disconnected
[2023-3-22 17:53:51] 	 ➖: Subhan left 67af34
[2023-3-22 17:53:52] 	 🟠: Deus went offline
[2023-3-22 17:53:53] 	 ⚡: SAeQC8nWNr-Go_0hAAAl connected
[2023-3-22 17:53:53] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:53:54] 	 🟢: Deus went online
[2023-3-22 17:53:54] 	 💰: Paid salary to Deus
[2023-3-22 17:53:55] 	 🟠: Subhan went offline
[2023-3-22 17:53:59] 	 🔥: cndo_HZ7jWQLzcjzAAAh disconnected
[2023-3-22 17:53:59] 	 ➖: Deus left 67af34
[2023-3-22 17:54:0] 	 ⚡: fuZJjHXhqfvEhqzeAAAn connected
[2023-3-22 17:54:0] 	 🔃: Deus rejoined 67af34
[2023-3-22 17:54:1] 	 🟢: Subhan went online
[2023-3-22 17:54:2] 	 🟠: Deus went offline
[2023-3-22 17:54:5] 	 🟠: Subhan went offline
[2023-3-22 17:55:4] 	 🟢: Subhan went online
[2023-3-22 17:55:7] 	 🟢: Deus went online
[2023-3-22 17:55:7] 	 🟠: Subhan went offline
[2023-3-22 17:55:8] 	 🔥: fuZJjHXhqfvEhqzeAAAn disconnected
[2023-3-22 17:55:8] 	 ➖: Deus left 67af34
[2023-3-22 17:55:10] 	 ⚡: M5dzgtYA1tQoMMOJAAAp connected
[2023-3-22 17:55:10] 	 🔃: Deus rejoined 67af34
[2023-3-22 17:55:11] 	 🟢: Subhan went online
[2023-3-22 17:55:12] 	 🟠: Deus went offline
[2023-3-22 17:55:15] 	 🟠: Subhan went offline
[2023-3-22 17:55:17] 	 🟢: Subhan went online
[2023-3-22 17:55:19] 	 🟠: Subhan went offline
[2023-3-22 17:55:47] 	 🟢: Subhan went online
[2023-3-22 17:55:49] 	 🟠: Subhan went offline
[2023-3-22 17:56:56] 	 🟢: Subhan went online
[2023-3-22 17:56:58] 	 🟠: Subhan went offline
[2023-3-22 17:56:58] 	 🟢: Deus went online
[2023-3-22 17:56:59] 	 🟢: Subhan went online
[2023-3-22 17:57:0] 	 🟠: Deus went offline
[2023-3-22 17:57:1] 	 🟢: Deus went online
[2023-3-22 17:57:2] 	 🟠: Subhan went offline
[2023-3-22 17:57:2] 	 🟢: Subhan went online
[2023-3-22 17:57:2] 	 💰: Paid salary to Deus
[2023-3-22 17:57:3] 	 💰: Paid salary to Subhan
[2023-3-22 17:57:3] 	 🟠: Deus went offline
[2023-3-22 17:57:3] 	 💰: Paid salary to Subhan
[2023-3-22 17:57:4] 	 🔥: SAeQC8nWNr-Go_0hAAAl disconnected
[2023-3-22 17:57:4] 	 ➖: Subhan left 67af34
[2023-3-22 17:57:6] 	 ⚡: -NMHWwyd1Lr4AkbqAAAr connected
[2023-3-22 17:57:6] 	 🔃: Subhan rejoined 67af34
[2023-3-22 17:57:7] 	 🟢: Deus went online
[2023-3-22 17:57:8] 	 🟠: Subhan went offline
[2023-3-22 17:57:17] 	 🟢: Subhan went online
[2023-3-22 17:57:18] 	 🟠: Deus went offline
[2023-3-22 17:57:20] 	 🟢: Subhan went online
[2023-3-22 17:57:21] 	 🟠: Subhan went offline
[2023-3-22 17:57:23] 	 🟠: Subhan went offline
[2023-3-22 17:57:35] 	 🟢: Subhan went online
[2023-3-22 17:57:45] 	 🟠: Subhan went offline
[2023-3-22 17:57:46] 	 🟢: Subhan went online
[2023-3-22 17:57:47] 	 🟢: Deus went online
[2023-3-22 17:57:48] 	 🟠: Subhan went offline
[2023-3-22 17:57:48] 	 🟠: Deus went offline
[2023-3-22 17:57:48] 	 🟢: Deus went online
[2023-3-22 17:57:51] 	 🟠: Deus went offline
[2023-3-22 17:57:54] 	 🟢: Deus went online
[2023-3-22 17:57:55] 	 🟠: Deus went offline
[2023-3-22 17:57:58] 	 🟢: Deus went online
[2023-3-22 17:58:2] 	 🔥: M5dzgtYA1tQoMMOJAAAp disconnected
[2023-3-22 17:58:2] 	 ➖: Deus left 67af34
[2023-3-22 17:58:2] 	 🟢: Subhan went online
[2023-3-22 17:58:5] 	 🟠: Subhan went offline
[2023-3-22 17:58:27] 	 🟢: Subhan went online
[2023-3-22 17:58:29] 	 🟠: Subhan went offline
[2023-3-22 17:58:49] 	 🟢: Subhan went online
[2023-3-22 17:58:52] 	 💰: Paid salary to Subhan
[2023-3-22 17:58:52] 	 💰: Paid salary to Subhan
[2023-3-22 17:58:55] 	 🟠: Subhan went offline
[2023-3-22 17:59:6] 	 🟢: Subhan went online
[2023-3-22 17:59:9] 	 🟠: Subhan went offline
[2023-3-22 17:59:13] 	 🟢: Subhan went online
[2023-3-22 17:59:14] 	 🟠: Subhan went offline
[2023-3-22 17:59:15] 	 🟢: Subhan went online
[2023-3-22 17:59:17] 	 🟠: Subhan went offline
[2023-3-22 17:59:22] 	 🟢: Subhan went online
[2023-3-22 17:59:23] 	 🟠: Subhan went offline
[2023-3-22 17:59:48] 	 🟢: Subhan went online
[2023-3-22 17:59:49] 	 🟠: Subhan went offline
[2023-3-22 17:59:53] 	 🟢: Subhan went online
[2023-3-22 17:59:54] 	 🟠: Subhan went offline
[2023-3-22 18:0:6] 	 🟢: Subhan went online
[2023-3-22 18:0:9] 	 🟠: Subhan went offline
[2023-3-22 18:0:18] 	 🟢: Subhan went online
[2023-3-22 18:0:19] 	 🟠: Subhan went offline
[2023-3-22 18:0:27] 	 🟢: Subhan went online
[2023-3-22 18:0:28] 	 🟠: Subhan went offline
[2023-3-22 18:0:35] 	 🟢: Subhan went online
[2023-3-22 18:0:36] 	 🟠: Subhan went offline
[2023-3-22 18:0:58] 	 🟢: Subhan went online
[2023-3-22 18:1:0] 	 🟠: Subhan went offline
[2023-3-22 18:1:7] 	 🟢: Subhan went online
[2023-3-22 18:1:11] 	 🟠: Subhan went offline
[2023-3-22 18:1:13] 	 🟢: Subhan went online
[2023-3-22 18:1:18] 	 ➖: undefined left undefined
[2023-3-22 18:1:18] 	 🔥: -NMHWwyd1Lr4AkbqAAAr disconnected
